variable,value,raw_n,raw_pct
AIAgentExternal,ChatGPT;GitHub Copilot;Google Gemini;Microsoft Copilot;Perplexity,45,0.0009148014880770872
AIAgentExternal,GitHub Copilot;Google Gemini;Microsoft Copilot,43,0.0008741436441625501
AIAgentExternal,ChatGPT;Claude Code;Google Gemini;Perplexity,42,0.0008538147222052814
AIAgentExternal,AgentGPT,41,0.0008334858002480128
AIAgentExtWrite,,48332,0.9825374560387062
AIAgentExtWrite,Cursor,106,0.002154865727470472
AIAgentExtWrite,Junie,39,0.0007928279563334756
AIAgentExtWrite,Grok,29,0.0005895387367607895
AIAgentExtWrite,Windsurf,23,0.00046756520501717796
AIAgentExtWrite,cursor,23,0.00046756520501717796
AIAgentExtWrite,DeepSeek,19,0.0003862495171881035
AIAgentExtWrite,Cline,17,0.0003455916732735663
AIAgentExtWrite,Augment,13,0.00026427598544449186
AIAgentExtWrite,Deepseek,12,0.00024394706348722326
AIAgentExtWrite,Zed,11,0.00022361814152995467
AIAgentExtWrite,JetBrains Junie,10,0.00020328921957268607
AIAgentExtWrite,deepseek,9,0.00018296029761541744
AIAgentExtWrite,Amazon Q,9,0.00018296029761541744
AIAgentExtWrite,aider,9,0.00018296029761541744
AIAgentExtWrite,Jetbrains Junie,8,0.00016263137565814884
AIAgentExtWrite,Aider,8,0.00016263137565814884
AIAgentExtWrite,windsurf,8,0.00016263137565814884
AIAgentExtWrite,Jetbrains AI,7,0.00014230245370088024
AIAgentExtWrite,Augment Code,7,0.00014230245370088024
AIAgentExtWrite,no,6,0.00012197353174361163
AIAgentExtWrite,grok,5,0.00010164460978634303
AIAgentExtWrite,JetBrains AI,5,0.00010164460978634303
AIAgentExtWrite,GitLab Duo,5,0.00010164460978634303
AIAgentExtWrite,Mistral,4,8.131568782907442e-05
AIAgentExtWrite,mistral,4,8.131568782907442e-05
AIAgentExtWrite,Supermaven,4,8.131568782907442e-05
AIAgentExtWrite,1,4,8.131568782907442e-05
AIAgentExtWrite,Codex,4,8.131568782907442e-05
AIAgentExtWrite,Jules,4,8.131568782907442e-05
AIHuman,,19997,0.4065174523795003
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I want to compare different solutions;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem;When I need help fixing complex or unfamiliar code;When I need quick help troubleshooting,3050,0.06200321196966925
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I want to compare different solutions;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem;When I need help fixing complex or unfamiliar code,1095,0.022260169543209123
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem;When I need help fixing complex or unfamiliar code,901,0.018316358683499016
AIHuman,Other (please specify):,606,0.012319326706104776
AIHuman,When I don’t trust AI’s answers;When I have ethical or security concerns about code,598,0.012156695330446627
AIHuman,When I don’t trust AI’s answers,537,0.010916631091053241
AIHuman,I don’t think I’ll need help from people anymore,521,0.010591368339736944
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I have ethical or security concerns about code,518,0.010530381573865138
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem,468,0.009513935476001708
AIHuman,When I’m stuck and can’t explain the problem,458,0.009310646256429021
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I have ethical or security concerns about code;When I need help fixing complex or unfamiliar code,398,0.008090910938992906
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I want to compare different solutions;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem,391,0.007948608485292025
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I want to compare different solutions;When I have ethical or security concerns about code,373,0.00758268789006119
AIHuman,When I don’t trust AI’s answers;When I want to learn best practices;When I have ethical or security concerns about code,352,0.007155780528958549
AIHuman,When I don’t trust AI’s answers;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem,341,0.006932162387428595
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices,328,0.006667886401984103
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I want to compare different solutions;When I have ethical or security concerns about code;When I need help fixing complex or unfamiliar code,324,0.0065865707141550284
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I’m stuck and can’t explain the problem;When I need help fixing complex or unfamiliar code,323,0.00656624179219776
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I have ethical or security concerns about code,307,0.006240979040881462
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I’m stuck and can’t explain the problem,306,0.006220650118924194
AIHuman,When I don’t trust AI’s answers;When I want to compare different solutions;When I have ethical or security concerns about code,303,0.006159663353052388
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem,286,0.005814071679778821
AIHuman,When I don’t trust AI’s answers;When I have ethical or security concerns about code;When I need help fixing complex or unfamiliar code,274,0.005570124616291598
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I want to compare different solutions;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem;When I need help fixing complex or unfamiliar code;When I need quick help troubleshooting;Other (please specify):,266,0.005407493240633449
AIHuman,When I don’t trust AI’s answers;When I want to learn best practices;When I want to compare different solutions;When I have ethical or security concerns about code,253,0.005143217255188957
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I want to learn best practices;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem;When I need help fixing complex or unfamiliar code;When I need quick help troubleshooting,249,0.005061901567359883
AIHuman,When I don’t trust AI’s answers;When I want to fully understand something;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem;When I need help fixing complex or unfamiliar code,248,0.005041572645402614
AIHuman,When I want to fully understand something,237,0.00481795450387266
AIHuman,When I don’t trust AI’s answers;When I have ethical or security concerns about code;When I’m stuck and can’t explain the problem;When I need help fixing complex or unfamiliar code,209,0.004248744689069139
AIOpen,,26651,0.5417860990831657
AIOpen,Problem solving,133,0.0027037466203167246
AIOpen,Critical thinking,94,0.001910918663983249
AIOpen,problem solving,80,0.0016263137565814885
AIOpen,Debugging,74,0.001504340224837877
AIOpen,Creativity,71,0.001443353458966071
AIOpen,All of them,57,0.0011587485515643105
AIOpen,Communication,52,0.0010571039417779675
AIOpen,Thinking,49,0.0009961171759061617
AIOpen,critical thinking,46,0.0009351304100343559
AIOpen,Architecture,42,0.0008538147222052814
AIOpen,creativity,40,0.0008131568782907443
AIOpen,All of them.,39,0.0007928279563334756
AIOpen,yes,38,0.000772499034376207
AIOpen,Yes,38,0.000772499034376207
AIOpen,debugging,38,0.000772499034376207
AIOpen,All,36,0.0007318411904616698
AIOpen,thinking,35,0.0007115122685044012
AIOpen,Problem Solving,31,0.0006301965806753268
AIOpen,Everything,30,0.0006098676587180582
AIOpen,Soft skills,29,0.0005895387367607895
AIOpen,Coding,29,0.0005895387367607895
AIOpen,Software architecture,26,0.0005285519708889837
AIOpen,5,25,0.0005082230489317152
AIOpen,3,25,0.0005082230489317152
AIOpen,all,24,0.00048789412697444653
AIOpen,all of them,24,0.00048789412697444653
AIOpen,coding,19,0.0003862495171881035
AIOpen,soft skills,19,0.0003862495171881035
AIOpen,communication,19,0.0003862495171881035
JobSatPoints_1,,24248,0.4929356996198492
JobSatPoints_1,4.0,2317,0.04710211217499136
JobSatPoints_1,5.0,2274,0.04622796853082881
JobSatPoints_1,3.0,2240,0.045536785184281676
JobSatPoints_1,6.0,2213,0.04498790429143543
JobSatPoints_1,2.0,2074,0.042162184139375086
JobSatPoints_1,7.0,1957,0.039783700270374665
JobSatPoints_1,8.0,1877,0.038157386513793176
JobSatPoints_1,9.0,1725,0.035067390376288345
JobSatPoints_1,10.0,1646,0.03346140554166412
JobSatPoints_1,11.0,1508,0.030656014311561057
JobSatPoints_1,12.0,1425,0.028968713789107765
JobSatPoints_1,1.0,1404,0.028541806428005124
JobSatPoints_1,13.0,1263,0.02567542843203025
JobSatPoints_1,14.0,993,0.020186619503567725
JobSatPoints_1,15.0,27,0.0005488808928462524
JobSatPoints_2,,24248,0.4929356996198492
JobSatPoints_2,1.0,3769,0.07661970685694537
JobSatPoints_2,2.0,3617,0.07352971071944055
JobSatPoints_2,3.0,3125,0.06352788111646439
JobSatPoints_2,4.0,2572,0.05228598727409486
JobSatPoints_2,5.0,2154,0.043788497895956575
JobSatPoints_2,6.0,1867,0.03795409729422049
JobSatPoints_2,7.0,1442,0.02931430546238133
JobSatPoints_2,8.0,1246,0.025329836758756684
JobSatPoints_2,9.0,1149,0.02335793132890163
JobSatPoints_2,11.0,939,0.019088857717875222
JobSatPoints_2,10.0,924,0.018783923888516192
JobSatPoints_2,12.0,847,0.01721859689780651
JobSatPoints_2,13.0,759,0.015429651765566871
JobSatPoints_2,14.0,529,0.010753999715395092
JobSatPoints_2,15.0,4,8.131568782907442e-05
JobSatPoints_3,,24248,0.4929356996198492
JobSatPoints_3,8.0,2084,0.042365473358947775
JobSatPoints_3,6.0,2053,0.04173527677827245
JobSatPoints_3,4.0,2052,0.04171494785631518
JobSatPoints_3,9.0,2050,0.041674290012400646
JobSatPoints_3,7.0,2014,0.040942448821938975
JobSatPoints_3,5.0,1993,0.04051554146083633
JobSatPoints_3,10.0,1980,0.04025126547539184
JobSatPoints_3,11.0,1793,0.03644975706938261
JobSatPoints_3,12.0,1734,0.035250350673903766
JobSatPoints_3,3.0,1731,0.035189363908031956
JobSatPoints_3,13.0,1561,0.031733447175296296
JobSatPoints_3,2.0,1528,0.03106259275070643
JobSatPoints_3,1.0,1218,0.024760626943953163
JobSatPoints_3,14.0,1114,0.022646419060397226
JobSatPoints_3,15.0,38,0.000772499034376207
JobSatPoints_4,,24248,0.4929356996198492
JobSatPoints_4,14.0,3838,0.0780224024719969
JobSatPoints_4,13.0,3188,0.06480860319977232
JobSatPoints_4,12.0,2648,0.05383098534284727
JobSatPoints_4,11.0,2240,0.045536785184281676
JobSatPoints_4,10.0,2087,0.04242646012481958
JobSatPoints_4,9.0,1831,0.037222256103758816
JobSatPoints_4,8.0,1657,0.03368502368319408
JobSatPoints_4,7.0,1457,0.02961923929174036
JobSatPoints_4,6.0,1262,0.02565509951007298
JobSatPoints_4,5.0,1235,0.025106218617226728
JobSatPoints_4,4.0,987,0.020064645971824113
JobSatPoints_4,3.0,869,0.017665833180866418
JobSatPoints_4,2.0,819,0.016649387083002988
JobSatPoints_4,1.0,629,0.012786891911121954
JobSatPoints_4,15.0,196,0.003984468703624647
JobSatPoints_5,,24248,0.4929356996198492
JobSatPoints_5,14.0,4098,0.08330792218088674
JobSatPoints_5,13.0,2976,0.06049887174483137
JobSatPoints_5,12.0,2668,0.05423756378199264
JobSatPoints_5,11.0,2332,0.04740704600435039
JobSatPoints_5,10.0,2132,0.04334126161289667
JobSatPoints_5,9.0,1966,0.03996666056799008
JobSatPoints_5,8.0,1786,0.03630745461568173
JobSatPoints_5,7.0,1647,0.0334817344636214
JobSatPoints_5,6.0,1452,0.029517594681954015
JobSatPoints_5,5.0,1135,0.023073326421499868
JobSatPoints_5,4.0,960,0.019515765078977863
JobSatPoints_5,3.0,727,0.014779126262934277
JobSatPoints_5,2.0,512,0.010408408042121526
JobSatPoints_5,1.0,348,0.007074464841129475
JobSatPoints_5,15.0,204,0.0041471000792827955
JobSatPoints_6,,24248,0.4929356996198492
JobSatPoints_6,11.0,2116,0.04301599886158037
JobSatPoints_6,10.0,2108,0.04285336748592222
JobSatPoints_6,12.0,2051,0.04169461893435791
JobSatPoints_6,13.0,2009,0.04084080421215263
JobSatPoints_6,14.0,1983,0.04031225224126365
JobSatPoints_6,9.0,1957,0.039783700270374665
JobSatPoints_6,8.0,1923,0.03909251692382753
JobSatPoints_6,7.0,1920,0.03903153015795573
JobSatPoints_6,6.0,1886,0.03834034681140859
JobSatPoints_6,5.0,1732,0.035209692829989224
JobSatPoints_6,4.0,1642,0.03338008985383505
JobSatPoints_6,3.0,1471,0.02990384419914212
JobSatPoints_6,2.0,1209,0.024577666646337745
JobSatPoints_6,1.0,878,0.017848793478481836
JobSatPoints_6,15.0,58,0.001179077473521579
JobSatPoints_7,,24248,0.4929356996198492
JobSatPoints_7,1.0,3620,0.07359069748531236
JobSatPoints_7,2.0,2755,0.05600617999227501
JobSatPoints_7,3.0,2508,0.05098493626882966
JobSatPoints_7,4.0,2239,0.04551645626232441
JobSatPoints_7,5.0,1985,0.04035291008517818
JobSatPoints_7,6.0,1799,0.03657173060112622
JobSatPoints_7,7.0,1654,0.03362403691732228
JobSatPoints_7,8.0,1610,0.03272956435120246
JobSatPoints_7,9.0,1395,0.028358846130389706
JobSatPoints_7,10.0,1314,0.02671220345185095
JobSatPoints_7,11.0,1149,0.02335793132890163
JobSatPoints_7,12.0,1107,0.022504116606696347
JobSatPoints_7,13.0,978,0.019881685674208695
JobSatPoints_7,14.0,802,0.016303795409729423
JobSatPoints_7,15.0,28,0.000569209814803521
JobSatPoints_8,,24248,0.4929356996198492
JobSatPoints_8,1.0,2123,0.04315830131528125
JobSatPoints_8,2.0,2087,0.04242646012481958
JobSatPoints_8,9.0,1856,0.03773047915269053
JobSatPoints_8,11.0,1833,0.03726291394767336
JobSatPoints_8,14.0,1787,0.036327783537639
JobSatPoints_8,10.0,1771,0.036002520786322705
JobSatPoints_8,8.0,1748,0.035534955581305525
JobSatPoints_8,3.0,1743,0.03543331097151918
JobSatPoints_8,12.0,1676,0.03407127320038218
JobSatPoints_8,4.0,1670,0.03394929966863857
JobSatPoints_8,5.0,1661,0.033766339371023156
JobSatPoints_8,6.0,1649,0.03352239230753593
JobSatPoints_8,13.0,1643,0.03340041877579232
JobSatPoints_8,7.0,1640,0.03333943200992051
JobSatPoints_8,15.0,56,0.001138419629607042
JobSatPoints_9,,24248,0.4929356996198492
JobSatPoints_9,2.0,2317,0.04710211217499136
JobSatPoints_9,3.0,2185,0.0444186944766319
JobSatPoints_9,4.0,2162,0.04395112927161473
JobSatPoints_9,1.0,2070,0.042080868451546016
JobSatPoints_9,5.0,2054,0.041755605700229716
JobSatPoints_9,7.0,1871,0.038035412982049564
JobSatPoints_9,6.0,1800,0.03659205952308349
JobSatPoints_9,10.0,1724,0.03504706145433108
JobSatPoints_9,8.0,1712,0.03480311439084385
JobSatPoints_9,9.0,1667,0.03388831290276677
JobSatPoints_9,11.0,1641,0.033359760931877785
JobSatPoints_9,12.0,1488,0.030249435872415686
JobSatPoints_9,13.0,1244,0.025289178914842145
JobSatPoints_9,14.0,980,0.019922343518123234
JobSatPoints_9,15.0,28,0.000569209814803521
JobSatPoints_10,,24248,0.4929356996198492
JobSatPoints_10,5.0,2007,0.040800146368238095
JobSatPoints_10,7.0,1999,0.04063751499257994
JobSatPoints_10,6.0,1996,0.04057652822670814
JobSatPoints_10,11.0,1969,0.04002764733386188
JobSatPoints_10,4.0,1901,0.03864528064076762
JobSatPoints_10,3.0,1890,0.03842166249923767
JobSatPoints_10,8.0,1831,0.037222256103758816
JobSatPoints_10,9.0,1815,0.03689699335244252
JobSatPoints_10,12.0,1791,0.036409099225468075
JobSatPoints_10,10.0,1786,0.03630745461568173
JobSatPoints_10,2.0,1649,0.03352239230753593
JobSatPoints_10,13.0,1578,0.03207903884856986
JobSatPoints_10,14.0,1429,0.02905002947693684
JobSatPoints_10,1.0,1231,0.025024902929397654
JobSatPoints_10,15.0,71,0.001443353458966071
JobSatPoints_11,,24248,0.4929356996198492
JobSatPoints_11,1.0,4804,0.09766014108271838
JobSatPoints_11,2.0,2970,0.06037689821308776
JobSatPoints_11,3.0,2276,0.04626862637474335
JobSatPoints_11,4.0,1940,0.0394381085971011
JobSatPoints_11,5.0,1732,0.035209692829989224
JobSatPoints_11,6.0,1577,0.03205870992661259
JobSatPoints_11,7.0,1498,0.03045272509198837
JobSatPoints_11,8.0,1382,0.028094570144945215
JobSatPoints_11,9.0,1237,0.025146876461141266
JobSatPoints_11,12.0,1188,0.024150759285235104
JobSatPoints_11,10.0,1165,0.023683194080217927
JobSatPoints_11,11.0,1075,0.021853591104063753
JobSatPoints_11,13.0,1033,0.02099977638185847
JobSatPoints_11,14.0,1022,0.020776158240328517
JobSatPoints_11,15.0,44,0.0008944725661198187
JobSatPoints_13,,24248,0.4929356996198492
JobSatPoints_13,13.0,2563,0.052103026976479436
JobSatPoints_13,9.0,2317,0.04710211217499136
JobSatPoints_13,10.0,2302,0.04679717834563233
JobSatPoints_13,12.0,2295,0.04665487589193145
JobSatPoints_13,11.0,2236,0.04545546949645261
JobSatPoints_13,8.0,2171,0.044134089569230144
JobSatPoints_13,7.0,2059,0.04185725031001606
JobSatPoints_13,6.0,1857,0.0377508080746478
JobSatPoints_13,5.0,1611,0.032749893273159726
JobSatPoints_13,14.0,1525,0.031001605984834625
JobSatPoints_13,4.0,1418,0.028826411335406883
JobSatPoints_13,3.0,1171,0.02380516761196154
JobSatPoints_13,2.0,874,0.017767477790652762
JobSatPoints_13,1.0,511,0.010388079120164258
JobSatPoints_13,15.0,33,0.000670854424589864
JobSatPoints_14,,24248,0.4929356996198492
JobSatPoints_14,11.0,2342,0.04761033522392308
JobSatPoints_14,13.0,2276,0.04626862637474335
JobSatPoints_14,10.0,2248,0.04569941655993982
JobSatPoints_14,14.0,2215,0.04502856213534996
JobSatPoints_14,9.0,2204,0.044804943993820005
JobSatPoints_14,12.0,2185,0.0444186944766319
JobSatPoints_14,8.0,2130,0.04330060376898213
JobSatPoints_14,7.0,1970,0.04004797625581916
JobSatPoints_14,6.0,1738,0.035331666361732836
JobSatPoints_14,5.0,1606,0.03264824866337338
JobSatPoints_14,4.0,1346,0.027362728954483544
JobSatPoints_14,3.0,1150,0.023378260250858898
JobSatPoints_14,2.0,916,0.018621292512858042
JobSatPoints_14,1.0,544,0.011058933544754122
JobSatPoints_14,15.0,73,0.0014840113028806083
JobSatPoints_15,,24248,0.4929356996198492
JobSatPoints_15,15.0,23980,0.4874875485353012
JobSatPoints_15,1.0,297,0.006037689821308776
JobSatPoints_15,14.0,200,0.004065784391453721
JobSatPoints_15,2.0,91,0.001849931898111443
JobSatPoints_15,13.0,87,0.0017686162102823688
JobSatPoints_15,12.0,53,0.001077432863735236
JobSatPoints_15,3.0,43,0.0008741436441625501
JobSatPoints_15,11.0,38,0.000772499034376207
JobSatPoints_15,4.0,30,0.0006098676587180582
JobSatPoints_15,9.0,28,0.000569209814803521
JobSatPoints_15,5.0,25,0.0005082230489317152
JobSatPoints_15,10.0,20,0.00040657843914537213
JobSatPoints_15,8.0,19,0.0003862495171881035
JobSatPoints_15,7.0,16,0.0003252627513162977
JobSatPoints_15,6.0,16,0.0003252627513162977
JobSatPoints_16,,24248,0.4929356996198492
JobSatPoints_16,14.0,2428,0.04935862251224817
JobSatPoints_16,3.0,1814,0.03687666443048525
JobSatPoints_16,7.0,1799,0.03657173060112622
JobSatPoints_16,12.0,1787,0.036327783537639
JobSatPoints_16,13.0,1785,0.03628712569372446
JobSatPoints_16,6.0,1778,0.036144823240023584
JobSatPoints_16,8.0,1767,0.03592120509849363
JobSatPoints_16,9.0,1746,0.03549429773739099
JobSatPoints_16,5.0,1739,0.0353519952836901
JobSatPoints_16,10.0,1736,0.0352910085178183
JobSatPoints_16,11.0,1732,0.035209692829989224
JobSatPoints_16,4.0,1707,0.03470146978105751
JobSatPoints_16,2.0,1525,0.031001605984834625
JobSatPoints_16,1.0,1497,0.030432396170031104
JobSatPoints_16,15.0,103,0.0020938789615986666
JobSatPoints_15_TEXT,,48527,0.9865015958203737
JobSatPoints_15_TEXT,Remote work,20,0.00040657843914537213
JobSatPoints_15_TEXT,Remote,12,0.00024394706348722326
JobSatPoints_15_TEXT,Remote working,9,0.00018296029761541744
JobSatPoints_15_TEXT,work life balance,9,0.00018296029761541744
JobSatPoints_15_TEXT,remote work,9,0.00018296029761541744
JobSatPoints_15_TEXT,Work-life balance,8,0.00016263137565814884
JobSatPoints_15_TEXT,Work life balance,6,0.00012197353174361163
JobSatPoints_15_TEXT,Work from home,5,0.00010164460978634303
JobSatPoints_15_TEXT,Work Life Balance,4,8.131568782907442e-05
JobSatPoints_15_TEXT,WFH,3,6.0986765871805816e-05
JobSatPoints_15_TEXT,Work/life balance,3,6.0986765871805816e-05
JobSatPoints_15_TEXT,remote,3,6.0986765871805816e-05
JobSatPoints_15_TEXT,Working remotely,2,4.065784391453721e-05
JobSatPoints_15_TEXT,fun,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Ability to work remotely,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Company culture,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Free time,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Working hours flexibility,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Making the world a better place,2,4.065784391453721e-05
JobSatPoints_15_TEXT,none,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Fully Remote,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Working from home,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Independence,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Unemployed,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Money,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Open Source,2,4.065784391453721e-05
JobSatPoints_15_TEXT,Not applicable,1,2.0328921957268605e-05
JobSatPoints_15_TEXT,All are there in my case are and are at equal level,1,2.0328921957268605e-05
JobSatPoints_15_TEXT,Working on 'big picture' work (e.g. combatting climate change),1,2.0328921957268605e-05
AIFrustration,,17669,0.359191722062979
AIFrustration,"AI solutions that are almost right, but not quite",6188,0.12579536907157812
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming",4680,0.09513935476001707
AIFrustration,I don’t use AI tools regularly,3696,0.07513569555406477
AIFrustration,Debugging AI-generated code is more time-consuming,1430,0.029070358398894106
AIFrustration,"AI solutions that are almost right, but not quite;I’ve become less confident in my own problem-solving",1354,0.027525360330141694
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;I’ve become less confident in my own problem-solving",1339,0.027220426500782664
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;It’s hard to understand how or why the code works",1164,0.023662865158260656
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;I’ve become less confident in my own problem-solving;It’s hard to understand how or why the code works",799,0.016242808643857617
AIFrustration,"AI solutions that are almost right, but not quite;I don’t use AI tools regularly",784,0.015937874814498588
AIFrustration,"AI solutions that are almost right, but not quite;Other (write in):",772,0.015693927751011364
AIFrustration,Other (write in):,720,0.014636823809233396
AIFrustration,I haven’t encountered any problems,711,0.01445386351161798
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;I don’t use AI tools regularly",709,0.014413205667703441
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;Other (write in):",671,0.013640706633327235
AIFrustration,I’ve become less confident in my own problem-solving,540,0.010977617856925047
AIFrustration,"AI solutions that are almost right, but not quite;It’s hard to understand how or why the code works",516,0.010489723729950601
AIFrustration,Debugging AI-generated code is more time-consuming;I don’t use AI tools regularly,507,0.010306763432335183
AIFrustration,Debugging AI-generated code is more time-consuming;I’ve become less confident in my own problem-solving,467,0.009493606554044439
AIFrustration,Debugging AI-generated code is more time-consuming;It’s hard to understand how or why the code works,408,0.008294200158565591
AIFrustration,"AI solutions that are almost right, but not quite;I’ve become less confident in my own problem-solving;It’s hard to understand how or why the code works",314,0.006383281494582342
AIFrustration,Debugging AI-generated code is more time-consuming;Other (write in):,310,0.006301965806753268
AIFrustration,Debugging AI-generated code is more time-consuming;I’ve become less confident in my own problem-solving;It’s hard to understand how or why the code works,302,0.0061393344310951194
AIFrustration,It’s hard to understand how or why the code works,281,0.005712427069992478
AIFrustration,"AI solutions that are almost right, but not quite;I haven’t encountered any problems",182,0.003699863796222886
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;I don’t use AI tools regularly;It’s hard to understand how or why the code works",181,0.0036795348742656177
AIFrustration,I don’t use AI tools regularly;Other (write in):,172,0.0034965745766502004
AIFrustration,I’ve become less confident in my own problem-solving;It’s hard to understand how or why the code works,168,0.0034152588888211256
AIFrustration,Debugging AI-generated code is more time-consuming;I don’t use AI tools regularly;It’s hard to understand how or why the code works,163,0.0033136142790347826
AIFrustration,"AI solutions that are almost right, but not quite;Debugging AI-generated code is more time-consuming;Other (write in):;It’s hard to understand how or why the code works",135,0.0027444044642312617
JobSat,,22521,0.45782765139964626
JobSat,8.0,6972,0.14173324388607672
JobSat,7.0,5590,0.11363867374113151
JobSat,9.0,3598,0.07314346120225244
JobSat,6.0,3230,0.06566241792197759
JobSat,10.0,2924,0.0594417678030534
JobSat,5.0,1896,0.03854363603098128
JobSat,3.0,811,0.01648675570734484
JobSat,4.0,803,0.01632412433168669
JobSat,2.0,439,0.008924396739240918
JobSat,0.0,242,0.0049195991136590025
JobSat,1.0,165,0.00335427212294932
